year,week,injury_type,game_status
2017,16,Back,Questionable
2017,16,Concussion,Out
2017,16,Back,Questionable
2017,16,Back,Questionable
2017,16,Back,Questionable
2017,16,Thigh,Questionable
2017,16,Ankle,Questionable
2017,16,Ankle,Questionable
2017,16,Illness,Questionable
2017,16,Foot,Doubtful
2017,16,Illness,Questionable
2017,16,Concussion,Out
2017,16,Ankle,Questionable
2017,16,Concussion,Out
2017,16,Knee,Questionable
2017,16,Hamstring,Out
2017,16,Shoulder,Questionable
2017,16,Hamstring,Questionable
2017,16,Ankle,Doubtful
2017,16,Concussion,Out
2017,16,Concussion,Out
2017,16,Shoulder,Out
2017,16,Knee,Out
2017,16,Hand,Out
2017,16,Ankle,Out
2017,16,Concussion,Out
2017,16,Ankle,Questionable
2017,16,Ankle,Out
2017,16,Neck,Questionable
2017,16,Concussion,Out
2017,16,Illness,Questionable
2017,16,Hip,Questionable
2017,16,Hand,Questionable
2017,16,Knee,Out
2017,16,Groin,Questionable
2017,16,Hamstring,Out
2017,16,Back,Out
2017,16,Knee,Questionable
2017,16,Knee,Questionable
2017,16,Shoulder,Questionable
2017,16,Foot,Doubtful
2017,16,Ankle,Questionable
2017,16,Ankle,Questionable
2017,16,Knee,Questionable
2017,16,Shoulder,Doubtful
2017,16,Rib,Questionable
2017,16,Foot,Out
2017,16,Ankle,Questionable
2017,16,Ankle,Questionable
2017,16,Groin,Questionable
2017,16,Knee,Out
2017,16,Knee,Out
2017,16,Shoulder,Questionable
2017,16,Hamstring,Questionable
2017,16,Ankle,Questionable
2017,16,Hamstring,Questionable
2017,16,Calf,Questionable
2017,16,Ankle,Questionable
2017,16,Ankle,Questionable
2017,16,Foot,Out
2017,16,Ankle,Out
2017,16,Concussion,Out
2017,16,Hamstring,Questionable
2017,16,Ankle,Questionable
2017,16,Ankle,Out
2017,16,Concussion,Out
2017,16,Finger,Questionable
2017,16,Knee,Questionable
2017,16,Hip,Questionable
2017,16,Illness,Questionable
2017,16,Abdomen,Out
2017,16,Foot,Doubtful
2017,16,Hand,Questionable
2017,16,Ankle,Questionable
2017,16,Ankle,Out
2017,16,Ankle,Out
2017,16,Ankle,Questionable
2017,16,Concussion,Questionable
2017,16,Knee,Questionable
2017,16,Knee,Questionable
2017,16,Foot,Questionable
2017,16,Ankle,Questionable
2017,16,Ankle,Questionable
2017,16,Calf,Out
2017,16,Concussion,Questionable
2017,16,Shoulder,Questionable
2017,16,Knee,Questionable
2017,16,Calf,Doubtful
2017,16,Concussion,Out
2017,16,Toe,Questionable
2017,16,Ankle,Doubtful
2017,16,Knee,Questionable
2017,16,Shoulder,Questionable
2017,16,Shoulder,Out
2017,16,Hip,Questionable
2017,16,Hamstring,Questionable
2017,16,Ankle,Out
2017,16,Bicep,Questionable
2017,16,Shoulder,Questionable
2017,16,Ankle,Doubtful
2017,16,Ankle,Questionable
2017,16,Knee,Out
2017,16,Achilles,Out
2017,16,Hamstring,Questionable
2017,16,Hand,Out
2017,16,Foot,Questionable
2017,16,Back,Questionable
2017,16,Toe,Questionable
2017,16,Illness,Questionable
2017,16,Groin,Questionable
2017,16,Knee,Out
2017,17,Ankle,Questionable
2017,17,Ankle,Questionable
2017,17,Hand,Questionable
2017,17,Ankle,Questionable
2017,17,Quadricep,Questionable
2017,17,Calf,Questionable
2017,17,Knee,Out
2017,17,Shoulder,Questionable
2017,17,Knee,Questionable
2017,17,Knee,Doubtful
2017,17,Neck,Questionable
2017,17,Knee,Questionable
2017,17,Back,Questionable
2017,17,Illness,Questionable
2017,17,Back,Questionable
2017,17,Concussion,Out
2017,17,Ankle,Questionable
2017,17,Illness,Questionable
2017,17,Concussion,Questionable
2017,17,Back,Questionable
2017,17,Knee,Doubtful
2017,17,Chest,Questionable
2017,17,Ankle,Doubtful
2017,17,Shoulder,Doubtful
2017,17,Knee,Questionable
2017,17,Ankle,Questionable
2017,17,Shoulder,Out
2017,17,Knee,Questionable
2017,17,Knee,Questionable
2017,17,Hip,Questionable
2017,17,Foot,Questionable
2017,17,Groin,Out
2017,17,Shoulder,Questionable
2017,17,Illness,Questionable
2017,17,Back,Questionable
2017,17,Concussion,Out
2017,17,Back,Out
2017,17,Back,Questionable
2017,17,Ankle,Out
2017,17,Thigh,Out
2017,17,Ankle,Out
2017,17,Hand,Questionable
2017,17,Concussion,Out
2017,17,Groin,Questionable
2017,17,Concussion,Out
2017,17,Illness,Questionable
2017,17,Knee,Out
2017,17,Back,Questionable
2017,17,Knee,Out
2017,17,Hamstring,Questionable
2017,17,Shoulder,Out
2017,17,Ankle,Out
2017,17,Knee,Questionable
2017,17,Shoulder,Out
2017,17,Concussion,Out
2017,17,Calf,Out
2017,17,Concussion,Questionable
2017,17,Shoulder,Questionable
2017,17,Shoulder,Out
2017,17,Knee,Out
2017,17,Ankle,Out
2017,17,Ankle,Questionable
2017,17,Concussion,Out
2017,17,Concussion,Questionable
2017,17,Back,Questionable
2017,17,Ankle,Out
2017,17,Abdomen,Questionable
2017,17,Illness,Questionable
2017,17,Illness,Questionable
2017,17,Knee,Questionable
2017,17,Shoulder,Questionable
2017,17,Knee,Doubtful
2017,17,Illness,Questionable
2017,17,Shoulder,Questionable
2017,17,Illness,Questionable
2017,17,Ankle,Questionable
2017,17,Knee,Questionable
2017,17,Groin,Questionable
2017,17,Hamstring,Questionable
2017,17,Ankle,Out
2017,17,Achilles,Doubtful
2017,17,Knee,Questionable
2017,17,Hip,Questionable
2017,17,Thigh,Questionable
2017,17,Hamstring,Questionable
2017,17,Shoulder,Questionable
2017,17,Foot,Doubtful
2017,17,Ankle,Questionable
2017,17,Ankle,Doubtful
2017,17,Hamstring,Questionable
2017,17,Illness,Questionable
2017,17,Shoulder,Doubtful
2017,17,Foot,Out
2017,17,Shoulder,Out
2017,17,Shoulder,Out
2017,17,Ankle,Out
2017,17,Knee,Out
2017,17,Knee,Out
2017,17,Knee,Out
2017,17,Shoulder,Questionable
2017,17,Ankle,Questionable
2017,17,Shoulder,Questionable
2017,17,Hamstring,Questionable
2017,17,Calf,Questionable
2017,17,Ankle,Questionable
2017,17,Ankle,Questionable
2017,17,Thigh,Out
2017,17,Ankle,Out
2017,17,Concussion,Out
2017,17,Rib,Out
2017,17,Groin,Questionable
2017,17,Ankle,Questionable
2017,17,Concussion,Out
2017,17,Finger,Questionable
2017,17,Neck,Out
2017,17,Knee,Questionable
2017,17,Knee,Questionable
2017,17,Ankle,Questionable
2017,17,Rib,Doubtful
2017,17,Concussion,Out
2017,17,Concussion,Doubtful
2017,17,Foot,Questionable
2017,17,Ankle,Out
2017,17,Knee,Questionable
2017,17,Illness,Questionable
2017,17,Ankle,Out
2017,17,Ankle,Questionable
2017,17,Neck,Out
2017,17,Calf,Out
2017,17,Hip,Questionable
2017,17,Concussion,Out
2017,17,Foot,Questionable
2017,17,Foot,Out
2017,17,Back,Questionable
2017,17,Hamstring,Questionable
2017,17,Ankle,Questionable
2017,17,Shoulder,Doubtful
2017,17,Ankle,Doubtful
2017,17,Hip,Questionable
2017,17,Ankle,Questionable
2017,17,Ankle,Questionable
2017,17,Shoulder,Questionable
2017,17,Knee,Out
2017,17,Ankle,Questionable
2017,17,Knee,Out
2017,17,Illness,Out
2017,17,Concussion,Questionable
2017,17,Back,Questionable
2017,17,Elbow,Out
2017,17,Ankle,Questionable
2017,17,Calf,Questionable
2017,17,Toe,Questionable
2017,17,Illness,Questionable
2017,18,Ankle,Questionable
2017,35,Hamstring,Questionable
2017,52,Ankle,Questionable
2017,69,Shoulder,Questionable
2017,86,Ankle,Questionable
2017,103,Concussion,Out
2017,120,Illness,Questionable
2017,137,Shoulder,Questionable
2017,154,Illness,Questionable
2017,171,Concussion,Questionable
2017,188,Ankle,Questionable
2017,205,Illness,Questionable
2017,222,Knee,Questionable
2017,239,Knee,Questionable
2017,256,Ankle,Doubtful
2017,273,Hamstring,Questionable
2017,290,Ankle,Doubtful
2017,307,Thigh,Questionable
2017,324,Ankle,Questionable
2017,341,Knee,Out
2017,358,Back,Questionable
2017,19,Ankle,Questionable
2017,36,Hamstring,Questionable
2017,53,Foot,Questionable
2017,70,Knee,Questionable
2017,87,Knee,Questionable
2017,104,Illness,Questionable
2017,121,Knee,Questionable
2017,138,Ankle,Questionable
2017,155,Ankle,Questionable
2017,172,Neck,Out
2017,189,Illness,Questionable
2017,206,Illness,Questionable
2017,223,Hamstring,Questionable
2017,240,Hamstring,Questionable
2017,257,Calf,Questionable
2017,274,Knee,Out
2017,20,Foot,Questionable
2017,37,Rib,Questionable
2017,54,Concussion,Questionable
2017,71,Knee,Out
2017,88,Back,Questionable
2017,105,Hand,Questionable
2017,122,Knee,Questionable
2017,139,Knee,Questionable
2017,156,Knee,Questionable
2017,173,Knee,Questionable
2017,190,Hamstring,Questionable
2018,1,Knee,Out
2018,1,Achilles,Questionable
2018,1,Ankle,Questionable
2018,1,Foot,Questionable
2018,1,Toe,Questionable
2018,1,Calf,Out
2018,1,Hip,Questionable
2018,1,Ankle,Out
2018,1,Shoulder,Out
2018,1,Thigh,Questionable
2018,1,Abdomen,Out
2018,1,Foot,Out
2018,1,Knee,Questionable
2018,1,Knee,Out
2018,1,Nose,Questionable
2018,1,Foot,Questionable
2018,1,Illness,Out
2018,1,Knee,Questionable
2018,1,Knee,Questionable
2018,1,Shoulder,Doubtful
2018,1,Forearm,Out
2018,1,Back,Doubtful
2018,1,Concussion,Doubtful
2018,1,Knee,Out
2018,1,Back,Questionable
2018,1,Shoulder,Questionable
2018,1,Illness,Out
2018,1,Knee,Out
2018,1,Hamstring,Out
2018,1,Knee,Out
2018,1,Shoulder,Questionable
2018,1,Hamstring,Questionable
2018,1,Ankle,Out
2018,1,Hamstring,Questionable
2018,1,Hamstring,Questionable
2018,1,Hamstring,Questionable
2018,1,Hamstring,Questionable
2018,1,Achilles,Out
2018,1,Hamstring,Questionable
2018,1,Knee,Out
2018,1,Hamstring,Questionable
2018,1,Heel,Doubtful
2018,1,Foot,Out
2018,1,Ankle,Doubtful
2018,1,Finger,Doubtful
2018,1,Ankle,Doubtful
2018,1,Elbow,Out
2018,1,Ankle,Out
2018,1,Hamstring,Questionable
2018,1,Ankle,Out
2018,1,Calf,Questionable
2018,1,Knee,Questionable
2018,1,Hamstring,Questionable
2018,1,Knee,Questionable
2018,1,Quadricep,Questionable
2018,1,Hamstring,Out
2018,1,Ankle,Out
2018,1,Abdomen,Doubtful
2018,1,Concussion,Out
2018,1,Foot,Doubtful
2018,1,Hamstring,Questionable
2018,1,Knee,Out
2018,1,Groin,Out
2018,1,Shoulder,Out
2018,1,Knee,Out
2018,1,Foot,Out
2018,1,Hamstring,Out
2018,1,Hamstring,Doubtful
2018,1,Hamstring,Out
2018,1,Hamstring,Out
2018,1,Hip,Questionable
2018,1,Knee,Out
2018,1,Groin,Doubtful
2018,1,Hamstring,Doubtful
2018,1,Knee,Questionable
2018,1,Calf,Out
2018,1,Knee,Out
2018,1,Hamstring,Out
2018,1,Ankle,Out
2018,1,Foot,Out
2018,1,Concussion,Out
2018,2,Knee,Questionable
2018,2,Achilles,Questionable
2018,2,Toe,Out
2018,2,Ankle,Questionable
2018,2,Elbow,Out
2018,2,Knee,Out
2018,2,Knee,Out
2018,2,Calf,Out
2018,2,Ankle,Questionable
2018,2,Thigh,Out
2018,2,Knee,Out
2018,2,Hand,Questionable
2018,2,Abdomen,Out
2018,2,Foot,Out
2018,2,Shoulder,Out
2018,2,Hamstring,Out
2018,2,Knee,Questionable
2018,2,Knee,Out
2018,2,Foot,Out
2018,2,Illness,Out
2018,2,Concussion,Out
2018,2,Forearm,Out
2018,2,Ankle,Questionable
2018,2,Back,Doubtful
2018,2,Shoulder,Questionable
2018,2,Ankle,Out
2018,2,Illness,Out
2018,2,Concussion,Doubtful
2018,2,Knee,Out
2018,2,Hamstring,Out
2018,2,Shoulder,Questionable
2018,2,Shoulder,Questionable
2018,2,Knee,Out
2018,2,Back,Out
2018,2,Shoulder,Questionable
2018,2,Shoulder,Questionable
2018,2,Ankle,Out
2018,2,Knee,Questionable
2018,2,Knee,Questionable
2018,2,Back,Questionable
2018,2,Hamstring,Questionable
2018,2,Hamstring,Questionable
2018,2,Thigh,Questionable
2018,2,Hamstring,Questionable
2018,2,Hamstring,Questionable
2018,2,Foot,Questionable
2018,2,Achilles,Out
2018,2,Ankle,Out
2018,2,Hamstring,Out
2018,2,Knee,Questionable
2018,2,Knee,Out
2018,2,Hamstring,Questionable
2018,2,Concussion,Out
2018,2,Shoulder,Questionable
2018,2,Hamstring,Questionable
2018,2,Heel,Doubtful
2018,2,Hamstring,Out
2018,2,Knee,Out
2018,2,Foot,Questionable
2018,2,Foot,Out
2018,2,Hamstring,Out
2018,2,Ankle,Doubtful
2018,2,Hip,Out
2018,2,Shoulder,Questionable
2018,2,Finger,Questionable
2018,2,Finger,Questionable
2018,2,Ankle,Out
2018,2,Concussion,Questionable
2018,2,Calf,Questionable
2018,2,Hamstring,Questionable
2018,2,Knee,Questionable
2018,2,Foot,Out
2018,2,Hamstring,Questionable
2018,2,Ankle,Out
2018,2,Concussion,Out
2018,2,Foot,Doubtful
2018,2,Finger,Questionable
2018,2,Ankle,Out
2018,2,Foot,Questionable
2018,2,Pectoral,Questionable
2018,2,Knee,Questionable
2018,2,Knee,Questionable
2018,2,Shoulder,Out
2018,2,Hamstring,Out
2018,2,Knee,Out
2018,2,Shoulder,Doubtful
2018,2,Toe,Questionable
2018,2,Hand,Doubtful
2018,2,Hamstring,Doubtful
2018,2,Knee,Questionable
2018,2,Foot,Questionable
2018,2,Elbow,Questionable
2018,2,Hamstring,Questionable
2018,2,Toe,Out
2018,2,Quadricep,Out
2018,2,Hamstring,Out
2018,2,Foot,Questionable
2018,2,Hamstring,Questionable
2018,2,Knee,Out
2018,2,Hamstring,Doubtful
2018,2,Hamstring,Doubtful
2018,2,Thigh,Questionable
2018,2,Hamstring,Doubtful
2018,2,Groin,Out
2018,2,Knee,Out
2018,2,Groin,Out
2018,2,Shoulder,Questionable
2018,2,Knee,Questionable
2018,2,Calf,Out
2018,2,Knee,Out
2018,2,Illness,Questionable
2018,2,Ankle,Questionable
2018,2,Concussion,Out
2018,2,Foot,Out
2018,2,Elbow,Questionable
2018,2,Knee,Questionable
2018,2,Calf,Questionable
2018,2,Hamstring,Out
2018,2,Concussion,Questionable
2018,2,Knee,Questionable
2018,2,Shoulder,Questionable
2018,3,Hamstring,Questionable
2018,3,Ankle,Questionable
2018,3,Ankle,Questionable
2018,3,Knee,Questionable
2018,3,Achilles,Questionable
2018,3,Toe,Out
2018,3,Elbow,Out
2018,3,Knee,Out
2018,3,Groin,Out
2018,3,Calf,Out
2018,3,Groin,Out
2018,3,Hamstring,Out
2018,3,Abdomen,Out
2018,3,Foot,Out
2018,3,Hamstring,Questionable
2018,3,Knee,Questionable
2018,3,Foot,Questionable
2018,3,Elbow,Questionable
2018,3,Elbow,Questionable
2018,3,Shoulder,Questionable
2018,3,Head,Questionable
2018,3,Hamstring,Out
2018,3,Knee,Questionable
2018,3,Rib,Questionable
2018,3,Knee,Questionable
2018,3,Groin,Questionable
2018,3,Foot,Out
2018,3,Illness,Out
2018,3,Concussion,Out
2018,3,Concussion,Out
2018,3,Hamstring,Out
2018,3,Forearm,Out
2018,3,Ankle,Questionable
2018,3,Knee,Questionable
2018,3,Knee,Out
2018,3,Foot,Out
2018,3,Hamstring,Out
2018,3,Shoulder,Doubtful
2018,3,Knee,Questionable
2018,3,Ankle,Out
2018,3,Heel,Questionable
2018,3,Ankle,Questionable
2018,3,Knee,Out
2018,3,Illness,Out
2018,3,Hamstring,Questionable
2018,3,Hamstring,Questionable
2018,3,Thigh,Questionable
2018,3,Knee,Questionable
2018,3,Abdomen,Questionable
2018,3,Concussion,Questionable
2018,3,Shoulder,Questionable
2018,3,Knee,Out
2018,3,Hip,Questionable
2018,3,Ankle,Questionable
2018,3,Back,Questionable
2018,3,Knee,Questionable
2018,3,Concussion,Questionable
2018,3,Shoulder,Questionable
2018,3,Bicep,Questionable
2018,3,Ankle,Questionable
2018,3,Groin,Out
2018,3,Knee,Questionable
2018,3,Hamstring,Questionable
2018,3,Hamstring,Questionable
2018,3,Hip,Questionable
2018,3,Achilles,Out
2018,3,Ankle,Out
2018,3,Hamstring,Out
2018,3,Hip,Out
2018,3,Knee,Questionable
2018,3,Foot,Out
2018,3,Concussion,Questionable
2018,3,Calf,Out
2018,3,Concussion,Out
2018,3,Tricep,Questionable
2018,3,Hamstring,Questionable
2018,3,Toe,Questionable
2018,3,Ankle,Questionable
2018,3,Ankle,Questionable
2018,3,Heel,Doubtful
2018,3,Hamstring,Doubtful
2018,3,Knee,Questionable
2018,3,Knee,Out
2018,3,Foot,Questionable
2018,3,Foot,Out
2018,3,Illness,Questionable
2018,3,Thumb,Questionable
2018,3,Ankle,Doubtful
2018,3,Groin,Out
2018,3,Shoulder,Questionable
2018,3,Groin,Questionable
2018,3,Hamstring,Out
2018,3,Knee,Out
2018,3,Knee,Out
2018,3,Rib,Out
2018,3,Calf,Questionable
2018,3,Concussion,Doubtful
2018,3,Hamstring,Questionable
2018,3,Hip,Questionable
2018,3,Concussion,Doubtful
2018,3,Hamstring,Questionable
2018,3,Chest,Out
2018,3,Groin,Questionable
2018,3,Foot,Out
2018,3,Knee,Out
2018,3,Groin,Out
2018,3,Ankle,Out
2018,3,Concussion,Out
2018,3,Foot,Doubtful
2018,3,Concussion,Out
2018,3,Ankle,Out
2018,3,Hamstring,Questionable
2018,3,Back,Out
2018,3,Quadricep,Questionable
2018,3,Groin,Questionable
2018,3,Shoulder,Questionable
2018,3,Quadricep,Questionable
2018,3,Hamstring,Out
2018,3,Groin,Doubtful
2018,3,Hand,Doubtful
2018,3,Hamstring,Doubtful
2018,3,Toe,Out
2018,3,Quadricep,Questionable
2018,3,Shoulder,Questionable
2018,3,Knee,Out
2018,3,Shoulder,Questionable
2018,3,Ankle,Questionable
2018,3,Ankle,Out
2018,3,Knee,Out
2018,3,Foot,Out
2018,3,Knee,Questionable
2018,3,Groin,Questionable
2018,3,Calf,Out
2018,3,Hamstring,Out
2018,3,Knee,Questionable
2018,3,Back,Questionable
2018,3,Groin,Out
2018,3,Illness,Out
2018,3,Foot,Questionable
2018,3,Elbow,Questionable
2018,3,Hamstring,Out
2018,3,Oblique,Questionable
2018,3,Concussion,Questionable
2018,3,Calf,Out
2018,3,Shoulder,Questionable
2018,4,Hamstring,Questionable
2018,4,Knee,Questionable
2018,4,Elbow,Questionable
2018,4,Toe,Questionable
2018,4,Elbow,Questionable
2018,4,Knee,Out
2018,4,Knee,Out
2018,4,Groin,Out
2018,4,Hamstring,Out
2018,4,Knee,Questionable
2018,4,Abdomen,Out
2018,4,Foot,Questionable
2018,4,Hamstring,Questionable
2018,4,Knee,Questionable
2018,4,Foot,Questionable
2018,4,Foot,Questionable
2018,4,Knee,Questionable
2018,4,Shoulder,Questionable
2018,4,Knee,Questionable
2018,4,Rib,Questionable
2018,4,Rib,Questionable
2018,4,Hamstring,Out
2018,4,Hamstring,Out
2018,4,Shoulder,Out
2018,4,Knee,Out
2018,4,Foot,Out
2018,4,Knee,Out
2018,4,Hamstring,Questionable
2018,4,Heel,Questionable
2018,4,Concussion,Questionable
2018,4,Ankle,Questionable
2018,4,Knee,Out
2018,4,Illness,Out
2018,4,Hamstring,Out
2018,4,Groin,Questionable
2018,4,Thigh,Doubtful
2018,4,Knee,Out
2018,4,Thigh,Questionable
2018,4,Knee,Questionable
2018,4,Abdomen,Questionable
2018,4,Shoulder,Out
2018,4,Knee,Questionable
2018,4,Knee,Out
2018,4,Hip,Questionable
2018,4,Hamstring,Questionable
2018,4,Ankle,Questionable
2018,4,Groin,Questionable
2018,4,Shoulder,Doubtful
2018,4,Concussion,Questionable
2018,4,Knee,Questionable
2018,4,Ankle,Out
2018,4,Thumb,Questionable
2018,4,Achilles,Questionable
2018,4,Shoulder,Questionable
2018,4,Hamstring,Out
2018,4,Hip,Out
2018,4,Knee,Questionable
2018,4,Ankle,Out
2018,4,Hamstring,Questionable
2018,4,Calf,Out
2018,4,Groin,Questionable
2018,4,Concussion,Out
2018,4,Tricep,Questionable
2018,4,Hamstring,Questionable
2018,4,Toe,Out
2018,4,Heel,Doubtful
2018,4,Knee,Questionable
2018,4,Knee,Out
2018,4,Foot,Questionable
2018,4,Foot,Out
2018,4,Knee,Out
2018,4,Ankle,Doubtful
2018,4,Knee,Questionable
2018,4,Hand,Out
2018,4,Calf,Questionable
2018,4,Groin,Out
2018,4,Foot,Out
2018,4,Knee,Out
2018,4,Foot,Out
2018,4,Ankle,Questionable
2018,4,Shoulder,Questionable
2018,4,Quadricep,Questionable
2018,4,Knee,Questionable
2018,4,Shoulder,Questionable
2018,4,Hamstring,Questionable
2018,4,Knee,Out
2018,4,Hamstring,Questionable
2018,4,Ankle,Questionable
2018,4,Foot,Questionable
2018,4,Rib,Out
2018,4,Calf,Questionable
2018,4,Concussion,Questionable
2018,4,Hamstring,Questionable
2018,4,Hip,Questionable
2018,4,Concussion,Questionable
2018,4,Hamstring,Questionable
2018,4,Ankle,Questionable
2018,4,Ankle,Questionable
2018,4,Chest,Questionable
2018,4,Foot,Questionable
2018,4,Groin,Questionable
2018,4,Hip,Questionable
2018,4,Knee,Out
2018,4,Groin,Out
2018,4,Hamstring,Questionable
2018,4,Knee,Out
2018,4,Groin,Questionable
2018,4,Knee,Out
2018,4,Foot,Out
2018,4,Ankle,Out
2018,4,Ankle,Questionable
2018,4,Knee,Questionable
2018,4,Hamstring,Out
2018,4,Knee,Questionable
2018,4,Concussion,Out
2018,4,Ankle,Questionable
2018,4,Hamstring,Out
2018,4,Hamstring,Questionable
2018,4,Quadricep,Questionable
2018,4,Groin,Questionable
2018,4,Illness,Questionable
2018,4,Knee,Out
2018,4,Hamstring,Out
2018,4,Groin,Doubtful
2018,4,Elbow,Doubtful
2018,4,Knee,Questionable
2018,4,Hip,Questionable
2018,4,Toe,Out
2018,4,Knee,Questionable
2018,4,Calf,Out
2018,4,Shoulder,Doubtful
2018,4,Knee,Questionable
2018,4,Hip,Questionable
2018,4,Ankle,Out
2018,4,Hamstring,Questionable
2018,4,Hip,Questionable
2018,4,Ankle,Doubtful
2018,4,Abdomen,Doubtful
2018,4,Knee,Out
2018,4,Foot,Out
2018,4,Groin,Questionable
2018,4,Calf,Questionable
2018,4,Shoulder,Questionable
2018,4,Hamstring,Questionable
2018,4,Groin,Out
2018,4,Concussion,Questionable
2018,4,Illness,Out
2018,5,Neck,Questionable
2018,5,Hamstring,Questionable
2018,5,Knee,Questionable
2018,5,Foot,Questionable
2018,5,Elbow,Questionable
2018,5,Back,Questionable
2018,5,Shoulder,Questionable
2018,5,Knee,Out
2018,5,Ankle,Out
2018,5,Groin,Out
2018,5,Hamstring,Out
2018,5,Knee,Questionable
2018,5,Abdomen,Questionable
2018,5,Foot,Questionable
2018,5,Hamstring,Questionable
2018,5,Shoulder,Questionable
2018,5,Foot,Questionable
2018,5,Hamstring,Questionable
2018,5,Hamstring,Out
2018,5,Shoulder,Questionable
2018,5,Ankle,Questionable
2018,5,Groin,Questionable
2018,5,Toe,Questionable
2018,5,Foot,Out
2018,5,Knee,Out
2018,5,Ankle,Out
2018,5,Foot,Out
2018,5,Groin,Out
2018,5,Knee,Out
2018,5,Illness,Questionable
2018,5,Heel,Questionable
2018,5,Ankle,Questionable
2018,5,Knee,Questionable
2018,5,Illness,Out
2018,5,Hamstring,Out
2018,5,Calf,Questionable
2018,5,Shoulder,Questionable
2018,5,Knee,Questionable
2018,5,Thigh,Doubtful
2018,5,Knee,Out
2018,5,Shoulder,Out
2018,5,Hand,Questionable
2018,5,Ankle,Questionable
2018,5,Ankle,Questionable
2018,5,Concussion,Out
2018,5,Illness,Questionable
2018,5,Knee,Out
2018,5,Ankle,Questionable
2018,5,Back,Questionable
2018,5,Calf,Questionable
2018,5,Groin,Questionable
2018,5,Concussion,Questionable
2018,5,Hamstring,Questionable
2018,5,Ankle,Questionable
2018,5,Hamstring,Out
2018,5,Shoulder,Questionable
2018,5,Back,Questionable
2018,5,Back,Questionable
2018,5,Ankle,Out
2018,5,Hamstring,Questionable
2018,5,Hamstring,Questionable
2018,5,Chest,Questionable
2018,5,Ankle,Out
2018,5,Hamstring,Questionable
2018,5,Hip,Out
2018,5,Knee,Questionable
2018,5,Ankle,Questionable
2018,5,Chest,Out
2018,5,Hand,Questionable
2018,5,Ankle,Questionable
2018,5,Hamstring,Out
2018,5,Concussion,Out
2018,5,Calf,Out
2018,5,Groin,Questionable
2018,5,Concussion,Out
2018,5,Hamstring,Out
2018,5,Toe,Out
2018,5,Hamstring,Questionable
2018,5,Heel,Doubtful
2018,5,Groin,Questionable
2018,5,Hamstring,Questionable
2018,5,Groin,Questionable
2018,5,Knee,Doubtful
2018,5,Foot,Out
2018,5,Foot,Out
2018,5,Groin,Questionable
2018,5,Knee,Out
2018,5,Ankle,Questionable
2018,5,Knee,Questionable
2018,5,Groin,Out
2018,5,Foot,Questionable
2018,5,Hamstring,Questionable
2018,5,Hamstring,Questionable
2018,5,Knee,Questionable
2018,5,Foot,Out
2018,5,Wrist,Out
2018,5,Shoulder,Questionable
2018,5,Knee,Out
2018,5,Foot,Questionable
2018,5,Quadricep,Questionable
2018,5,Knee,Doubtful
2018,5,Ankle,Out
2018,5,Hamstring,Questionable
2018,5,Knee,Out
2018,5,Rib,Out
2018,5,Concussion,Out
2018,5,Knee,Questionable
2018,5,Hamstring,Questionable
2018,5,Ankle,Questionable
2018,5,Ankle,Questionable
2018,5,Chest,Questionable
2018,5,Calf,Questionable
2018,5,Groin,Questionable
2018,5,Elbow,Questionable
2018,5,Knee,Out
2018,5,Illness,Questionable
2018,5,Knee,Questionable
2018,5,Knee,Questionable
2018,5,Knee,Out
2018,5,Ankle,Out
2018,5,Quadricep,Out
2018,5,Ankle,Questionable
2018,5,Hamstring,Out
2018,5,Concussion,Out
2018,5,Hamstring,Out
2018,5,Knee,Questionable
2018,5,Shoulder,Out
2018,5,Quadricep,Questionable
2018,5,Calf,Questionable
2018,5,Hamstring,Out
2018,5,Groin,Doubtful
2018,5,Ankle,Doubtful
2018,5,Hamstring,Doubtful
2018,5,Shoulder,Questionable
2018,5,Hamstring,Questionable
2018,5,Knee,Questionable
2018,5,Knee,Out
2018,5,Knee,Questionable
2018,5,Calf,Questionable
2018,5,Knee,Questionable
2018,5,Hamstring,Questionable
2018,5,Illness,Questionable
2018,5,Ankle,Out
2018,5,Ankle,Questionable
2018,5,Knee,Out
2018,5,Illness,Questionable
2018,5,Elbow,Out
2018,5,Shoulder,Out
2018,5,Hamstring,Out
2018,5,Heel,Questionable
2018,5,Calf,Out
2018,5,Knee,Questionable
2018,6,Back,Questionable
2018,6,Knee,Questionable
2018,6,Knee,Questionable
2018,6,Shoulder,Questionable
2018,6,Foot,Questionable
2018,6,Hamstring,Questionable
2018,6,Foot,Out
2018,6,Ankle,Out
2018,6,Groin,Out
2018,6,Hamstring,Out
2018,6,Knee,Questionable
2018,6,Hamstring,Questionable
2018,6,Foot,Questionable
2018,6,Hamstring,Out
2018,6,Hamstring,Questionable
2018,6,Hip,Questionable
2018,6,Ankle,Out
2018,6,Toe,Out
2018,6,Foot,Questionable
2018,6,Hamstring,Out
2018,6,Hamstring,Out
2018,6,Knee,Out
2018,6,Knee,Questionable
2018,6,Foot,Out
2018,6,Wrist,Questionable
2018,6,Foot,Out
2018,6,Groin,Questionable
2018,6,Knee,Questionable
2018,6,Knee,Out
2018,6,Concussion,Out
2018,6,Shoulder,Out
2018,6,Ankle,Questionable
2018,6,Groin,Questionable
2018,6,Knee,Questionable
2018,6,Knee,Questionable
2018,6,Shoulder,Questionable
2018,6,Hamstring,Out
